"mot","genre","lemme","phonétique","custom_freq_index","définitions","display_date"
"réduplication","f","réduplication","Redyplikasj§","0.053","Répétition à l'identique. | Répétition d'un élément : lettre, syllabe, mot etc.",""
"réengagement","m","réengagement","Re@gaZ°m@","0.053","Second engagement.",""
"réexamen","m","réexamen","ReEgzam5","0.018","Politique et économie agricoles Vérification de la correcte application des procédures de contrôle.",""
"rééquilibrage","m","rééquilibrage","ReekilibRaZ","0.055","Nouvel équilibrage, plus favorable, plus stable.",""
"référencement","m","référencement","RefeR@s°m@","0.002","Faire un lien vers une ressource, y faire référence. | Classement au sein des résultats donnés par un moteur de recherche.",""
"référent","m","référent","RefeR@","0.005","Personne pouvant transmettre une doléance particulière à la bonne personne, au bon organisme. | Ce qui sert de référence, ce à quoi on se réfère. | Qui fait référence.",""
"référé","m","référé","RefeRe","0.086","Recours au juge qui, dans les cas d'urgence, prend une décision provisoire.",""
"réflecteur","m","réflecteur","ReflEkt9R","0.369","Se dit de certains corps particulièrement destinés à réfléchir la lumière. | Appareil servant à réfléchir les rayons lumineux.",""
"réflexologie","f","réflexologie","ReflEksoloZi","0.005","Discipline relative au massage de zones précises du pied.",""
"réformation","f","réformation","RefORmasj§","0.053","Résultat de cette action. | Changements que les protestants ont apportés à la doctrine et à la discipline de l'église.",""
"réformé","m","réformé","RefORme","0.33","Qui n'est plus utilisé | En rapport avec le protestantisme. | Un soldat qui a été réformé de la conscription. | Se dit des Religieux qui suivent la réforme établie dans l'ordre auquel ils appartiennent ; par opposition aux Religieux qui n'ont point reçu cette réforme et qu'on appelle Religieux de la commune observance, ou anciens. | Les adeptes la religion chrétienne réformée.",""
"réformisme","m","réformisme","RefORmism","0.002","Doctrine politique visant à améliorer les structures existantes, économiques et sociales, par des réformes progressives, plutôt que par une révolution.",""
"réfraction","f","réfraction","RefRaksj§","0.375","Déviation que subit un rayon lumineux, lorsqu'il passe dans un milieu de densité différente.",""
"réfrigérant","m","réfrigérant","RefRiZeR@","0.016","Qui sert à produire le froid. | Il se dit aussi au figuré, dans le langage familier, et signifie Qui est propre à refroidir. | Chimie Récipient que l'on remplit d'eau et avec lequel on couvre la partie supérieure d'un alambic, pour refroidir et condenser les vapeurs. | Remède rafraîchissant.",""
"réfrigération","f","réfrigération","RefRiZeRasj§","0.058","Refroidissement.",""
"réfutation","f","réfutation","Refytasj§","0.336","Discours ou écrit par lequel on réfute. | Démonstration de la fausseté d'un argument. | Rhétorique Partie du discours par laquelle on répond aux objections.",""
"régale","f","régale","Regal","0.053","Petit orgue transportable. | Musique Un des jeux de l'orgue, dont les tuyaux ont des anches et qui est à l'unisson de la trompette. | Instrument dit aussi échelette, formé de lames de bois dur qu'on touche avec une petite boule d'ivoire attachée à une petite baguette. | Droit de régale, droit qui appartient en propre à la royauté, tel que celui de battre monnaie. | Droit qu'avaient les rois de France de pourvoir à tous les bénéfices simples d'un diocèse pendant la vacance du siège, et d'en économiser à leur gré les revenus.",""
"régénérateur","m","régénérateur","ReZeneRat9R","0.098","Qui régénère.",""
"régénération","f","régénération","ReZeneRasj§","0.272","Reproduction, reconstitution. | Réformation, amélioration, renouvellement moral. | Renaissance, en parlant du baptême.",""
"régénérescence","f","régénérescence","ReZeneREs@s","0.208","Commencement de régénération.",""
"régionalisme","m","régionalisme","ReZjonalizm","0.105","Mot ou expression particulière à une région, un pays. | Tendance à favoriser le développement autonome des régions et à en conserver la physionomie, les mœurs, les coutumes, les traditions historiques, tout en maintenant intacte l'unité nationale.",""
"réglette","f","réglette","ReglEt","0.153","Imprimerie Petite règle de bois ou de fonte qui sert principalement à former des garnitures.",""
"réglure","f","réglure","ReglyR","0.15","Façon dont une feuille de papier est réglée.",""
"régularisation","f","régularisation","RegylaRizasj§","0.12","Mariage de gens qui ont d'abord vécu en union libre.",""
"régulateur","m","régulateur","Regylat9R","0.34","Qui sert de règle, qui régularise. | Transport aérien Agent d'une compagnie aérienne ou d'une société d'assistance chargé de l'affectation et du suivi des aéronefs en fonction des programmes d'exploitation. | Services de secours Personne chargée de répartir les missions des équipes d'intervention en fonction des demandes (appels de particuliers, demandes de renfort d'équipes en intervention…).",""
"régulation","f","régulation","Regylasj§","0.37","Transport aérien Activité d'affectation et de suivi des aéronefs exercée à la direction d'une compagnie aérienne pour l'ensemble de sa flotte, en fonction des programmes d'exploitation, en matière de contrôle de la circulation aérienne et sur chaque plate-forme aéroportuaire pour les vols qui y arrivent ou en partent.",""
"régule","m","régule","Regyl","0.22","Nom donné à différents alliages d'antimoine, d'étain ou de plomb. | Dans le milieu de la brocante et des antiquités, appellation impropre mais usuelle d'un alliage de zinc de couleur grise, dit aussi zinc d'art ou bronze-imitation car sa patine imite souvent le bronze. | Alliage ou revêtement antifriction servant à garnir les pièces de mécanique soumises au frottement (coussinets de paliers et de bielles). | Sorti de l'usage et par dénigrement Petit roi. | Ensemble de deux poids servant de régulateur à une horloge à foliot (traverse portant ces poids).",""
"régurgitation","f","régurgitation","RegyRZitasj§","0.069","Action par laquelle un conduit ou un réservoir se débarrasse des matières qui y sont amoncelées et qui refluent par son ouverture. | Vomiturition naturelle et nullement pénible par laquelle l'enfant rejette par gorgées les aliments qui surchargent son estomac. | Mode de digestion propre aux ruminants, par lequel les aliments sont dégorgés pour être mâchés et avalés une seconde fois.",""
"rémanence","f","rémanence","Reman@s","0.153","Temps mis par un point de l'écran (pixel) pour passer de l'état allumé à l'état totalement éteint (et inversement, mais c'est surtout dans le premier sens qu'on s'en rend compte). Une rémanence trop importante (>40 ms) est gênante pour l'œil. On parle aussi de temps de réponse. | Propriété d'une sensation, notamment visuelle, de persister après la disparition du stimulus.",""
"rémiz","f","rémiz","Remiz","0.053","Passereau du genre Remiz",""
"rémora","m","rémora","RemORa","0.005","Nom de plusieurs espèces de petits poissons commensaux de l'ordre des perciformes, munis d'une ventouse sur la tête, ils s'accrochent à d'autres poissons, cétacés ou même à des bateaux.  et poisson-pilote",""
"rémoulade","f","rémoulade","Remulad","0.155","Sorte de sauce piquante faite d'huile, de moutarde, de fines herbes pilées et de divers condiments.",""
"rénovateur","m","rénovateur","Renovat9R","0.104","Qui renouvelle, qui rajeunit.",""
"réparatrice","f","réparateur","RepaRatRis","0.335","Qui répare.",""
"répartiteur","m","répartiteur","RepaRtit9R","0.018","Pétrole-Transports Employé responsable du mouvement des produits. | Dispositif chargé de répartir le flux de données (hub). | Qui fait, qui est chargé de faire une répartition.",""
"réplication","f","réplication","Replikasj§","0.058","Duplication de l'ADN. | Reproduction de données.",""
"répresseur","m","répresseur","RepRes9R","0.002","Génétique moléculaire Protéine qui se lie aux séquences régulatrices de l'ADN (ou de l'ARN) et qui bloque ainsi respectivement la transcription ou la traduction.",""
"répudiation","f","répudiation","Repydjasj§","0.26","Renonciation.",""
"résection","f","résection","Reseksj§","0.15","Chirurgie Opération qui consiste à enlever soit l'extrémité articulaire d'un os, soit la partie malade d'un os, d'un muscle ou d'un nerf, en laissant subsister les parties saines qui en sont les prolongements.",""
"réséda","m","réséda","Rezeda","0.306","Plante herbacée, à feuilles alternes, qui a des fleurs irrégulières, d'un jaune verdâtre et d'une odeur agréable. | Lawsonia inermis, arbuste originaire d'Inde cultivé pour le parfum agréable de ses fleurs.",""
"résidant","m","résidant","Rezid@","0.002","Qui réside, qui demeure.",""
"résilience","f","résilience","Rezilj@s","0.005","Rapport entre l'énergie nécessaire pour briser un métal et la surface de la section brisée. | Aptitude à s'adapter, à réussir à vivre et à se développer positivement en dépit de circonstances défavorables et de stress. | Propriété physique d'un matériau de retrouver sa forme après avoir été comprimé ou déformé ; élasticité.",""
"résineux","m","résineux","Rezin2","0.15","Qui produit la résine.",""
"résipiscence","f","résipiscence","Resipis@s","0.352","Reconnaissance de la faute avec retour au bien.",""
"résonateur","m","résonateur","Rezonat9R","0.032","Appareil qui sert à amplifier le son. | Appareil servant à analyser les sons.",""
"résorption","f","résorption","RezORpsj§","0.128","Retour dans la circulation d'un liquide extravasé. | Atrophie, jusqu'à disparition complète, d'un élément ou d'un organe.",""
"résultante","f","résultante","Rezylt@t","0.359","Force qui résulte de la composition de plusieurs forces appliquées à un point donné. | Produit, résultat, conséquence.",""
"rétameur","m","rétameur","Retam9R","0.118","Ouvrier qui rétame.",""
"réticulation","f","réticulation","Retikylasj§","0.053","Chimie macromoléculaire Formation d'un réseau tridimensionnel par création de liaisons entre les chaînes macromoléculaires d'un polymère.",""
"réticulum","m","réticulum","RetikylOm","0.01","Seconde poche de l'estomac d'un ruminant, dite aussi bonnet. | Organite présent dans les cellules eucaryotes, élément essentiel du réseau membranaire interne des cellules.",""
"rétinal","m","rétinal","Retinal","0.002","Aldéhyde de la vitamine A (rétinol), elle même issue de la provitamine A ou β-carotène.",""
"rétinite","f","rétinite","Retinit","0.058","Lave vitreuse, à éclat moins vif que l'obsidienne, d'un vert noirâtre, ressemblant à un verre, mais ayant un aspect résineux comme la poix.",""
"rétractation","f","rétractation","RetRaktasj§","0.272","Acte par lequel on désavoue formellement ce qu'on a fait, dit ou écrit précédemment.",""
"rétracteur","m","rétracteur","RetRakt9R","0.019","Didactique Qui opère la rétraction.",""
"rétroaction","f","rétroaction","RetRoaksj§","0.085","Réaction à une entrée d'information, soit qui en augmente l'effet (rétroaction positive) , soit qui le réduit (rétroaction négative).",""
"rétrocession","f","rétrocession","RetRosesj§","0.053","Acte par lequel on restitue à quelqu'un ce qu'il avait cédé.",""
"rétrofusée","f","rétrofusée","RetRofyze","0.034","Aérospatiale Moteur-fusée destiné à ralentir un mobile par rétropropulsion en produisant une poussée dans le sens inverse du mouvement du mobile.",""
"rétrogradation","f","rétrogradation","RetRogRadasj§","0.148","Mouvement rétrograde. Il se dit particulièrement, en termes d'Astronomie, du Mouvement par lequel certains corps célestes semblent se déplacer en sens inverse des signes du zodiaque. | Il se dit pareillement du Mouvement des points équinoxiaux. | En termes militaires, Mesure disciplinaire par laquelle un sous-officier est reporté à un grade inférieur.",""
"rétroprojecteur","m","rétroprojecteur","RetRopRoZEkt9R","0.08","Projecteur de transparences.",""
"rétropropulsion","f","rétropropulsion","RetRopRopylsj§","0.008","Marche arrière. | Freinage d'un véhicule à l'aide de propulseur orienté dans le sens inverse du mouvement du véhicule.",""
"rétrovirus","m","rétrovirus","RetRoviRys","0.382","Virologie Classe de virus à ARN spécifique des eucaryotes et dont la propagation nécessite la conversion de l'ARN en ADN double brin qui lui, s'intègre dans le génome de la cellule hôte.",""
"réversion","f","réversion","RevERsj§","0.123","Retour, droit de retour, en vertu duquel les biens dont une personne a disposé en faveur d'une autre lui reviennent quand celle-ci meurt sans enfants. | Retour d'individus modifiés par le croisement, au type primitif, après un certain nombre de générations.",""
"révisionnisme","m","révisionnisme","Revizjonizm","0.053","Démarche critique consistant à réviser certaines opinions, doctrines, théories couramment admises. | Adaptation du marxisme à la conjoncture économique, sociologique, politique, etc. | Mouvement demandant la révision du procès Dreyfus.",""
"révisionniste","","révisionniste","Revizjonist","0.113","Relatif au révisionnisme politique ou religieux. | Adepte du révisionnisme.",""
"révulsif","m","révulsif","Revylsif","0.255","Se dit de médicaments et autres moyens employés pour décongestionner un endroit du corps en attirant le sang ailleurs. | Médicament révulsif.",""
"révulsion","f","révulsion","Revylsj§","0.155","Action par laquelle, au moyen de médicaments ou d'autres agents, on détourne d'une partie du corps la cause d'une maladie.",""
"rhabillage","m","rhabillage","RabijaZ","0.002","Réparation, raccommodage, remise en état. | Se dit en parlant d'une affaire, d'un ouvrage qu'on a essayé de changer en mieux, de corriger, sans y avoir réussi.",""
"rhabilleur","m","rhabilleur","Rabij9R","0.053","Horlogerie Ouvrier qui fabrique, nettoie, règle et répare les pièces et les mécanismes d'horlogerie.",""
"rhapsodie","f","rhapsodie","Rapsodi","0.299","Il se disait, chez les anciens grecs, des morceaux détachés des poésies d'Homère, que chantaient les rhapsodes. | Mauvais ramas, soit de vers, soit de prose. | Œuvre composée de plusieurs motifs présentés les uns après les autres.",""
"rhéostat","m","rhéostat","Reosta","0.255","Électricité Appareil comprenant une résistance électrique réglable à volonté et qui permet de varier l'intensité électrique d'un circuit.",""
"rhésus","m","rhésus","Rezys","0.198","Macaque rhésus (Macaca mulatta) ou singe rhésus ou bandar, l'une des espèces de singes les plus connues de l'Ancien monde, commune en Afghanistan, Inde septentrionale et Chine méridionale, et souvent utilisée comme animal de laboratoire. | Antigène présent (rhésus positif, symbole Rh+) ou absent (rhésus négatif, symbole Rh-) dans les globules rouges du sang, ce qui détermine le groupe sanguin.",""
"rhéteur","m","rhéteur","Ret9R","0.251","Personne dont l'éloquence consiste en un style apprêté, emphatique et déclamatoire.",""
"rhinite","f","rhinite","Rinit","0.086","Synonyme de coryza.",""
"rhinoplastie","f","rhinoplastie","RinOplasti","0.058","Chirurgie Opération qui a pour but de refaire le nez par la greffe animale, au moyen d'un morceau de peau détaché du front, du bras, etc.",""
"rhizome","m","rhizome","Rizom","0.002","Tige souterraine, généralement horizontale, de certaines plantes vivaces.",""
"rhodium","m","rhodium","ROdjOm","0.01","Métal rare, qu'on trouve ordinairement allié au platine. Son symbole est Rh et son numéro atomique 45.",""
"rhodo","m","rhodo","ROdO","0.053","Apocope de rhododendron.",""
"rhododendron","m","rhododendron","Rodod5dR§","0.34","Plante dont le genre appartient à la famille des éricacées, dont les diverses espèces sont recherchées pour la beauté de leurs fleurs.",""
"rhombe","m","rhombe","R§b","0.053","Parallélogramme dont les côtés sont égaux.",""
"rhumatologie","f","rhumatologie","RymatOlOZi","0.04","Spécialité médicale qui s'intéresse au diagnostic et au traitement des maladies de l'appareil locomoteur, c'est-à-dire des maladies des os, des articulations, des muscles, des tendons et des ligaments et surtout l'ensemble des rhumatismes inflammatoires.",""
"rhumatologue","","rhumatologue","RymatOlOg","0.01","médecin spécialiste des maladies des os, articulations, muscles, tendons et ligaments, ainsi que des rhumatismes inflammatoires.",""
"rhumerie","f","rhumerie","ROm°Ri","0.113","Distillerie de rhum.",""
"rhyolite","f","rhyolite","Riolit","0.005","Roche effusive, à structure microlithique, équivalente pour les roches plutoniques au granite. Contient des quartz, des feldspaths et des micas dans une pâte rougeâtre. Couleur rose clair à rouge (porphyre rouge).",""
"rhythm and blues","m","rhythm and blues","RitmEnbluz","0.02","Genre musical combinant des influences du gospel, du blues et du jazz.",""
"rial","m","rial","Rjal","0.006","Monnaie de plusieurs pays arabes.",""
"ribaud","m","ribaud","Ribo","0.239","Impudique, luxurieux.",""
"ribes","m","ribes","RibEs","0.035","Arbrisseau d'ornement (). | Commune française, située dans le département de l'Ardèche.",""
"ribote","f","ribot","RibOt","0.128","Débauche, excès de table ou de boisson. | Réunion, fête mondaine avec épouse et/ou amis dans le monde des officiers de Marine.",""
"ribouldingue","f","ribouldingue","Ribuld5g","0.312","vieilli ou régional Fête, bombance, bringue, java ou noce au sens de partie de plaisir.",""
"ricaneur","m","ricaneur","Rikan9R","0.161","Qui ricane.",""
"richelieu","m","richelieu","RiS°lj2","0.061","Commune française, située dans le département de l'Indre-et-Loire. | Habillement Chaussure basse de ville, en cuir, pour homme, avec lacets.",""
"richissime","","richissime","RiSisim","0.19","Qui est extrêmement riche.",""
"ridule","f","ridule","Ridyl","0.048","Petite ride.",""
"riel","m","riel","RjEl","0.04","Devise officielle du Cambodge depuis 1977.",""
"riesling","m","riesling","RisliG","0.328","Cépage blanc planté notamment en Alsace et en Moselle. | Vin blanc issu de ce cépage.",""
"rifain","m","rifain","Rif5","0.005","Personne originaire du ou habitant dans le Rif.",""
"riff","m","riff","Rif","0.296","(musique) un riff désigne une courte phrase mélodico-rythmique indépendante, jouée plusieurs fois de suite.",""
"rififi","m","rififi","Rififi","0.375","Dispute violente, bagarre. | Dégâts, grabuge.",""
"riflard","m","riflard","RiflaR","0.31","Sorte de grand rabot à deux poignées, qui sert à dresser le bois de charpente. | Ciseau en forme de palette, qui sert aux maçons pour ébarber les ouvrages de plâtre. | Vieux parapluie.",""
"rift","m","rift","Rift","0.158","Fosse d'effondrement de la lithosphère continentale.",""
"rigaudon","m","rigaudon","Rigod§","0.029","Danse traditionnelle française originaire de Provence.",""
"rigolage","m","rigolage","RigolaZ","0.053","Plantage en rigole ou en petite tranchée dans les jardins ou les pépinières. | Opération qui consiste à faire couler l'eau d'irrigation dans les rigoles. | (Bourgogne, Centre, Champagne, Morvan, etc.) Écoulement rapide, ruissellement.",""
"rigolard","m","rigolard","RigolaR","0.23","Qui rigole ou aime rigoler.",""
"rigolarde","f","rigolard","RigolaRd","0.13","Qui rigole ou aime rigoler.",""
"rigorisme","m","rigorisme","RigoRizm","0.15","Morale trop sévère, rigidité excessive.",""
"rimaillerie","f","rimaillerie","Rimaj°Ri","0.053","Vers de rimailleur.",""
"rimaye","f","rimaye","Rimaj","0.002","Espace entre la paroi rocheuse et le glacier en montagne.",""
"rince-bouche","m","rince-bouche","R5sbuS","0.008","Petit bol contenant de l'eau, le plus souvent tiède et parfumée, qu'on sert à la fin du repas pour que les convives puissent se rincer la bouche et les doigts.",""
"rince-doigts","m","rince-doigts","R5sdwa","0.223","Variante, dans l'orthographe traditionnelle, de rince-doigt .",""
"rinceau","m","rinceau","R5so","0.281","Ornement sculpté ou peint, composé de branches chargées de feuilles enroulées. | Branches recourbées, de fer ou de cuivre, servant à retenir les rideaux. | Branches avec leur feuillage.",""
"rincée","f","rincée","R5se","0.053","Pluie qui vous mouille, qui vous trempe.",""
"ringardise","f","ringardise","R5gaRdiz","0.118","Grande médiocrité intellectuelle ou morale.",""
"ripaton","m","ripaton","Ripat§","0.103","Pied.",""
"ripe","f","rip","Rip","0.248","Outil qu'emploient les maçons, les tailleurs de pierre, les sculpteurs, et qui sert à gratter un enduit, de la pierre, une figure, etc.",""
"ripeur","m","ripeur","Rip9R","0.053","Ouvrier dont la fonction est de décharger les marchandises d'un camion ou d'un wagon. | Éboueur travaillant à l'arrière d'une benne. | Déménageur de décors de tournage; il s'occupe du transport, de l'installation et du déplacement des éléments lourds du décor. | Engins Équipement que l'on monte généralement à l'arrière d'un tracteur et constitué par un cadre le plus souvent articulé, muni d'une ou plusieurs dents, et servant à défoncer profondément le sol.",""
"ripper","m","ripper","Rip9R","0.078","Convertir les informations contenues sur un support tel qu'un disque compact ou un DVD pour les enregistrer sur un ordinateur.",""
"riser","m","riser","Rajz9R","0.015","Marine Amener une voile pour qu'elle prenne peu de vent et fasse peu d'effet sur la marche du navire ; par ce moyen, dit Romme, on produit à peu près le même effet qu'en prenant directement des ris.",""
"risibilité","f","risibilité","Rizibilite","0.108","Didactique Faculté de rire.",""
"risotto","m","risotto","Rizoto","0.188","Plat italien à base de riz safrané et de tomate",""
"rissole","f","rissole","RisOl","0.182","Sorte de pâtisserie frite, qui contient une farce de viande, de poisson, ou bien des confitures, etc.",""
"riverain","m","riverain","Riv°R5","0.375","Ceux qui ont des terrains le long d'une forêt, d'une rue, d'une route, d'une voie ferrée, etc. | Il est aussi adjectif. | Relatif à Grand'Rivière, commune française située dans le département de la Martinique. | Relatif à La Rivière, commune française située dans le département de l'Isère. | Relatif à Rivery, commune française située dans le département de la Somme. | Habitant de Grand'Rivière, commune française située dans le département de la Martinique. | Habitant de La Rivière, commune française située dans le département de l'Isère. | Habitant de Rivery, commune française située dans le département de la Somme.",""
"rivoir","m","rivoir","RivwaR","0.205","Outil pour river.",""
"riz-pain-sel","m","riz-pain-sel","Rip5sEl","0.053","jargon  À l'armée, responsable d'intendance, chargé de distribuer les vivres aux troupes.",""
"robin","m","robin","Rob5","0.209","Terme de mépris, de dénigrement ou de plaisanterie dont on se sert en parlant des Gens de robe.",""
"robinetterie","f","robinetterie","RobinEt°Ri","0.21","Fabrication des robinets. | Ensemble de robinets.",""
"robotique","f","robotique","Robotik","0.176","Ensemble des études et des techniques de conception et de mise en œuvre des robots effectuant des tâches déterminées en s'adaptant à leur environnement. | Relatif à la robotique.",""
"rocade","f","rocade","Rokad","0.244","Ligne parallèle au front de combat, reliant les divers secteurs et sur laquelle les troupes peuvent se transporter d'un point à un autre. | Autoroute entourant partiellement un centre urbain. | Câble multipaire utilisé pour relier les répartiteurs et les sous-répartiteurs dans les systèmes de pré-câblage.",""
"rocambole","f","rocambole","Rok@bOl","0.308","Allium scorodoprasum, espèce d'ail moins fort que l'ail ordinaire. | Faribole ; propos en l'air ; plaisanterie usée.",""
"rochet","m","rochet","RoSE","0.108","Sorte de surplis à manches étroites, que portent les évêques et divers autres ecclésiastiques. | …",""
"rock","m","rocke","ROk","0.053","Style de musique caractérisé par une pulsation basique, en général 4/4, avec des guitares (souvent électriques), des guitares basses, des tambours et des chanteurs. | Danse pratiquée sur cette musique. | Oiseau fabuleux des contes arabes, qui est supposé être d'une force et d'une grandeur prodigieuses.",""
"rock'n'roll","m","rock'n'roll","ROkEnROl","0.153","Genre musical.",""
"rococo","m","rococo","Rokoko","0.135","Genre d'architecture, d'ameublement à la mode au dix-huitième siècle, et qui est caractérisé par la profusion des ornements contournés et des rocailles. | Qui est suranné, passé de mode. | par substantivation de l'adjectif Le style, le genre rococo.",""
"rogne-pied","m","rogne-pied","RONpje","0.053","Sorte de couteau avec lequel le maréchal rogne et retranche des portions inutiles de l'ongle du cheval.",""
"rogomme","m","rogomme","RogOm","0.356","Liqueur spiritueuse quelconque, et plus particulièrement eau-de-vie. Il ne s'emploie plus que dans la locution :",""
"rogue","f","rogue","ROg","0.194","Qui est hautain, arrogant, d'un abord raide et désagréable. | Appât constitué d'œufs de poissons et utilisé dans la pêche à la sardine.",""
"roi-soleil","m","roi-soleil","RwasOlEj","0.105","surnom donné à Louis XIV.",""
"roideur","f","roideur","Rwad9R","0.15","Graphie ancienne  de raideur.",""
"roitelet","m","roitelet","Rwat°lE","0.306","Parfois péjoratif Roi dont le pouvoir est faible. | Plutôt péjoratif Personne de plus ou moins grande envergure qui se donne une autorité de monarque, ou que l'on traite comme un petit roi. | Très petit oiseau à bec fin, dont le plumage est olivâtre, et qui a sur la tête une tache d'un beau jaune. | Jeune vainqueur du jeu de tir à l'arc nommé Abat Oiseau ou Tir du Roi, sur une cible perchée, à longue distance.",""
"rollmops","m","rollmops","ROlmOps","0.158","Hareng cru roulé autour d'un cornichon et mariné dans du vinaigre.",""
"roman-feuilleton","m","roman-feuilleton","Rom@f9j°t§","0.275","Roman publié sous forme de feuilletons dans la presse.",""
"roman-fleuve","m","roman-fleuve","Rom@fl9v","0.053","Roman en plusieurs tomes (souvent plus d'une dizaine) dont les histoires se déroulent autour des mêmes personnages, et qui constitue un commentaire d'une société ou d'une époque.",""
"roman-photo","m","roman-photo","Rom@foto","0.281","Histoire, sous une forme proche de la bande dessinée, composée de photos agrémentées de textes disposés dans des phylactères.",""
"romancero","m","romancero","Rom@s°Ro","0.053","Recueil de petits poèmes héroïques composés par les anciens poètes espagnols.",""
"romanche","m","romanche","Rom@S","0.053","Une des langues parlées en Suisse.",""
"romani","m","romani","Romani","0.08","Langue parlée par les tziganes",""
"romanisation","f","romanisation","Romanizasj§","0.053","Transcription en caractères romains.",""
"ronchon","m","ronchon","R§S§","0.081","Bougon et grincheux.",""
"ronchonne","f","ronchon","R§SOn","0.083","Bougon et grincheux.",""
"rond-de-cuir","m","rond-de-cuir","R§d°k8iR","0.29","Petite pièce de cuir de forme ronde cousue aux coudes des vêtements pour éviter l'usure. | Coussin de cuir en forme de couronne utilisé autrefois par les personnes demeurant en position assise prolongée pour soulager leurs hémorroïdes. | Employé de bureau. | Fonctionnaire (employé dans un bureau). | Personne excessivement sédentaire.",""
"rondache","f","rondache","R§daS","0.058","Sorte de grand bouclier rond.",""
"rondeau","m","rondeau","R§do","0.058","Petite pièce de poésie composée de treize vers sur deux rimes, avec une pause au cinquième et une au huitième, et dont le premier mot ou les premiers mots se répètent après le huitième vers et après le dernier, sans faire partie des vers.",""
"rondelet","m","rondelet","R§d°lE","0.002","Qui est assez rond, qui a un peu d'embonpoint. | Qui est bien garni, ou de taille importante.",""
"ronin","m","ronin","ROn5","0.128","Samouraï qui n'a pas prêté allégeance à un daimyo.",""
"roquentin","m","roquentin","Rok@t5","0.105","Vieux militaire en retraite. | Vieillard ridicule. | Relatif à Laroque-Timbaut, commune française située dans le département du Lot-et-Garonne | Habitant de Laroque-Timbaut, commune française située dans le département du Lot-et-Garonne.",""
"rorqual","m","rorqual","RORkal","0.128","Nom vernaculaire de plusieurs mammifères marins du genre des balénoptères.",""
"rose-croix","m","rose-croix","RozkRwa","0.053","Nom d'une confrérie secrète et mystique dont les adeptes se prétendent magiciens. | Il est aussi le Titre d'un grade de la franc- maçonnerie, qui est immédiatement au-dessus de celui de maître.",""
"roselière","f","roselier","Roz°ljER","0.281","Peuplement de roseaux.",""
"roseraie","f","roseraie","Roz°RE","0.204","Terrain planté de rosiers.",""
"roséole","f","roséole","RozeOl","0.055","Sorte d'éruption cutanée, fièvre initiale élevée, caractérisée par de petites taches roses. Maladie survenant entre 6 et 36 mois, bénigne avec guérison complète sans séquelle. Un épisode confère l'immunité complète.",""
"rosière","f","rosière","RozjER","0.105","Jeune fille vertueuse qui, dans certains villages, obtient la couronne de roses destinée à être le prix de la sagesse.",""
"rossard","m","rossard","RosaR","0.101","Mauvais cheval. | Il se dit dans le langage populaire d'un être malveillant et médisant.",""
"rosserie","f","rosserie","ROs°Ri","0.231","Acte, propos qui témoigne de la perfidie, de la méchanceté. Il est familier.",""
"rossée","f","rossée","Rose","0.055","Correction vigoureuse ; grand nombre de coups.",""
"rossinante","f","rossinante","Rosin@t","0.049","Cheval efflanqué et de mauvaise mine.",""
"rostre","m","rostre","ROstR","0.059","Éperon dont était armé l'avant des navires romains. | . | Sculpture d'ornement en forme d'éperon de navire. | Trompe de certains insectes : | Trompe prolongeant la tête et portant les pièces buccales chez les charançons. | Chez certains insectes (hétéroptères, homoptères), pièce buccale qui sert de guide aux stylets perforants qui pénètrent dans les tissus végétaux, lors de la nutrition. | Chez certains acariens, le rostre renferme les chélicères.",""
"rote","f","rote","ROt","0.205","Tribunal religieux de la cour de Rome, composé de docteurs ecclésiastiques nommés. | Crowd anglais ou crwth gallois.",""
"roto","f","roto","Roto","0.061","Rotative. | Rotativiste.",""
"rotonde","f","rotonde","Rot§d","0.377","Édifice de forme circulaire à l'extérieur comme à l'intérieur, et surmonté d'une coupole. | Il se dit spécialement, en termes de chemins de fer, d'un édifice de forme circulaire ou demi-circulaire, dans lequel on gare les locomotives sur des voies disposées en éventail. | Compartiment arrière de certaines diligences.",""
"rotondité","f","rotondité","Rot§dite","0.306","Grosseur, corpulence.",""
"rotor","m","rotor","RotOR","0.392","Partie rotative d'une machine (moteur).",""
"roture","f","roture","RotyR","0.387","État d'une personne ou d'un héritage qui n'est pas noble. | Il se dit aussi des Choses. | Il se dit encore, collectivement, des roturiers, c'est-à-dire des personnes non nobles, en tant que classe sociale inférieure.",""
"roturier","m","roturier","RotyRje","0.332","Qui n'est pas noble ni ecclésiastique. | Qui tient du roturier, qui n'a rien de noble, qui est grossier.",""
"roturière","f","roturier","RotyRjER","0.284","Qui n'est pas noble ni ecclésiastique. | Qui tient du roturier, qui n'a rien de noble, qui est grossier.",""
"rouan","m","rouan","Rw@","0.19","Dont le poil est mêlé de blanc, de gris et de bai, en parlant de chevaux. | Cheval rouan.",""
"roubaisienne","f","roubaisien","RubEzjEn","0.053","Habitante de Roubaix, commune française située dans le département du Nord.",""
"roublard","m","roublard","RublaR","0.284","Plein d'astuce, malin, rusé. | Personne roublarde.",""
"roublarde","f","roublard","RublaRd","0.144","Plein d'astuce, malin, rusé. | Personne roublarde.",""
"rouelle","f","rouelle","RwEl","0.105","Tranche de certaines choses coupées en rond ; rondelle. | Partie de la cuisse d'un veau coupée en travers et qui se trouve ainsi de forme ronde. | Figure en forme de roue que les juifs devaient porter sur leur robe au moyen âge.",""
